kww	// User ID
16-2-2021	// Evaluation date
kyle-pilot2_18_59.6	10-2-2021	15:06:11:390	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.852879	// height
83.778452	// mass


Sample #	elbVar	shldrIR	LwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	RwristLinVelo	
0	-1.393292	-0.848961	0.699324	-0.399420	0.485910	0.399420	-0.450936	-0.315641	1.245818	0.315641	-8.525855	0.235934	
1	-0.290571	0.037785	0.693474	1.013083	0.481641	-1.013083	-0.487882	0.626151	1.180065	-0.626151	-7.506410	0.235962	
2	0.603633	0.727220	0.689523	2.335462	0.559400	-2.335462	-0.604127	1.580125	0.979882	-1.580125	-5.707034	0.234217	
3	1.079093	1.110263	0.689123	3.221408	0.716862	-3.221408	-0.770599	2.113405	0.924750	-2.113405	-5.065190	0.230653	
4	1.123325	1.203967	0.686532	3.839451	0.787851	-3.839451	-0.829895	2.033882	1.169894	-2.033882	-6.689362	0.225280	
5	0.614440	0.824175	0.675550	4.037092	0.593778	-4.037092	-0.611244	1.340881	1.394145	-1.340881	-8.615027	0.217648	
6	-0.154190	0.152527	0.660777	3.675666	0.281117	-3.675666	-0.285366	0.555185	1.323945	-0.555185	-8.708255	0.209591	
7	-0.521484	-0.190571	0.650189	3.275227	0.222087	-3.275227	-0.239082	0.372252	1.244013	-0.372252	-8.352988	0.208018	
8	-0.445021	-0.109818	0.641391	3.102445	0.356817	-3.102445	-0.395498	0.481222	1.414004	-0.481222	-9.400279	0.219410	
9	-0.544818	-0.195617	0.630584	2.589162	0.231889	-2.589162	-0.288772	0.058026	1.526862	-0.058026	-9.992850	0.243045	
10	-0.982030	-0.650238	0.625382	1.533569	-0.171248	-1.533569	0.097692	-0.610331	1.250647	0.610331	-7.760097	0.272435	
11	-1.205978	-0.942037	0.634471	0.602312	-0.408089	-0.602312	0.326469	-0.708070	0.812603	0.708070	-4.401235	0.301120	
12	-0.955753	-0.762961	0.654092	0.252868	-0.377522	-0.252868	0.326818	-0.453411	0.614088	0.453411	-2.958958	0.325243	
13	-0.682834	-0.526420	0.676385	0.248792	-0.406311	-0.248792	0.443376	-0.530642	0.618453	0.530642	-2.907147	0.340853	
14	-0.702193	-0.557603	0.702555	0.244213	-0.529760	-0.244213	0.649359	-0.847233	0.597329	0.847233	-2.430063	0.343976	
15	-0.739945	-0.587105	0.735102	0.349150	-0.439465	-0.349150	0.531560	-0.909202	0.758424	0.909202	-2.910127	0.335541	
16	-0.733558	-0.529850	0.765158	0.889939	-0.228545	-0.889939	0.220382	-0.905270	1.430652	0.905270	-5.916568	0.321179	
17	-1.031755	-0.748758	0.783111	1.808347	-0.313933	-1.808347	0.345834	-1.335059	2.309785	1.335059	-9.043609	0.305211	
18	-1.431334	-1.102864	0.792581	2.703289	-0.576071	-2.703289	0.815996	-1.849424	2.832333	1.849424	-9.952983	0.289527	
19	-1.282417	-0.962157	0.797839	3.629318	-0.553016	-3.629318	0.892998	-1.587068	3.024490	1.587068	-10.325113	0.276903	
20	-0.671151	-0.371311	0.792662	4.642871	-0.361883	-4.642871	0.708355	-1.015794	3.149976	1.015794	-11.546590	0.271328	
21	-0.263150	0.017494	0.778403	4.913558	-0.457353	-4.913558	1.100474	-1.303258	3.032844	1.303258	-11.645589	0.276016	
22	-0.117222	0.116122	0.771377	4.095396	-0.735105	-4.095396	1.888531	-1.912307	2.489293	1.912307	-9.685153	0.291644	
23	0.306555	0.459757	0.780151	2.841260	-0.778185	-2.841260	2.205112	-1.804400	1.709607	1.804400	-7.768474	0.316120	
