kww	// User ID
12-2-2021	// Evaluation date
kyle-pilot2_13_54.6	10-2-2021	16:10:20:787	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.701184	// height
54.982867	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	0.576330	-0.709074	452.346395	-2.537747	-0.034367	2.537747	1.430401	-1.635564	-1.814533	1.635564	3.795337	
1	0.901387	-0.297410	478.696743	-3.153113	-0.132303	3.153113	0.637738	-1.720118	-1.628507	1.720118	2.687569	
2	1.156030	0.157255	493.852530	-4.112053	-0.104095	4.112053	0.383270	-1.959783	-1.292175	1.959783	1.714816	
3	1.363936	0.470633	494.251415	-5.334297	-0.053752	5.334297	0.369667	-2.075834	-1.164508	2.075834	1.451505	
4	1.423567	0.799028	481.818569	-6.166706	-0.062374	6.166706	-0.046770	-1.854238	-0.924735	1.854238	0.961734	
5	0.999291	0.912292	460.710244	-5.864175	-0.154120	5.864175	-0.992809	-0.678415	-0.427483	0.678415	-0.053519	
6	0.310361	0.615087	432.388576	-4.295158	0.000000	4.295158	-1.832089	1.325402	0.034806	-1.325402	-0.720135	
7	0.107658	0.330415	396.864122	-2.541179	-0.168246	2.541179	-1.331514	2.197963	0.042585	-2.197963	-0.302227	
8	0.576531	0.515734	356.818949	-1.842478	0.000000	1.842478	1.347994	0.624059	-0.500323	-0.624059	0.576646	
9	1.009197	0.826574	317.012089	-2.261420	0.269924	2.261420	4.869505	-1.947087	-0.950929	1.947087	0.836430	
10	0.812257	0.560091	281.019111	-4.202423	0.333698	4.202423	6.050226	-3.341413	-0.514448	3.341413	0.871864	
11	0.285716	-0.223095	251.384405	-8.022020	0.000000	8.022020	3.301325	-2.694776	0.575843	2.694776	1.749075	
12	0.025105	-0.809710	231.275260	-11.341986	0.000000	11.341986	-1.331439	-1.386893	1.378309	1.386893	3.129384	
13	0.038609	-0.992408	222.757919	-11.546389	0.102952	11.546389	-4.784090	-1.760305	1.692805	1.760305	4.144971	
14	0.018491	-1.155540	224.772496	-8.651839	-0.000000	8.651839	-6.507027	-3.132038	1.965392	3.132038	4.961774	
15	0.050568	-1.293262	234.829893	-4.484810	0.026149	4.484810	-7.647014	-3.423891	2.049165	3.423891	5.900397	
16	0.323978	-1.029875	250.692909	-2.567944	-0.000000	2.567944	-7.978068	-2.554150	1.430522	2.554150	6.260368	
17	0.530803	-0.485861	269.719497	-3.541786	-0.000000	3.541786	-6.475864	-1.207645	0.524685	1.207645	5.074302	
18	0.336483	-0.133373	288.670651	-3.832275	-0.000000	3.832275	-3.652290	-0.217240	0.150423	0.217240	2.592971	
19	0.007329	-0.045617	304.708262	-1.705352	-0.000000	1.705352	-1.038533	-0.141513	0.198295	0.141513	0.283831	
20	-0.041309	0.030267	316.077255	0.715508	0.000000	-0.715508	0.787826	-0.592537	0.061059	0.592537	-0.703377	
21	0.162899	0.198280	321.920266	2.642164	0.083005	-2.642164	2.081052	-0.847438	-0.316566	0.847438	-0.719774	
22	0.376016	0.379532	321.862808	3.709355	0.000000	-3.709355	2.623281	-0.764475	-0.621743	0.764475	-0.706364	
23	0.559811	0.492089	316.075589	2.802869	0.000000	-2.802869	2.092796	-0.468356	-0.787910	0.468356	-0.467062	
24	0.822546	0.517513	305.552010	1.173574	0.000000	-1.173574	1.116731	-0.104688	-0.928925	0.104688	0.942500	
25	1.049210	0.428490	291.874614	0.425634	0.000000	-0.425634	0.452800	0.170571	-0.951758	-0.170571	3.091783	
26	0.802087	0.046108	276.637943	0.400402	-0.000000	-0.400402	-0.066857	0.429820	-0.609135	-0.429820	4.007444	
27	-0.153345	-0.788774	261.323711	0.341804	-0.000000	-0.341804	-0.715243	0.488384	0.021084	-0.488384	2.759300	
28	-1.272628	-1.704747	247.576500	0.014486	0.222836	-0.014486	-1.031998	0.263563	0.462517	-0.263563	0.622993	
29	-1.579976	-1.840479	236.643911	-0.137908	-0.000000	0.137908	-0.664937	0.052978	0.426743	-0.052978	-0.778736	
30	-0.737023	-0.803550	228.238893	-0.016165	-0.000000	0.016165	-0.078537	0.001338	0.136584	-0.001338	-1.060658	
31	0.580900	0.719710	221.075392	0.032668	0.000000	-0.032668	0.174135	0.015895	-0.070198	-0.015895	-0.562950	
32	1.585569	1.773256	214.546112	-0.100782	0.000000	0.100782	0.113727	0.039699	-0.122336	-0.039699	0.737539	
